Publisher_ID;Publisher
PB010;Sega
PB016;Konami Digital Entertainment
PB007;Ubisoft
PB067;Rising Star Games
PB016;Konami Digital Entertainment
PB029;THQ
PB009;Electronic Arts
PB001;Nintendo
PB029;THQ
PB018;LucasArts
PB004;Take-Two Interactive
PB001;Nintendo
PB001;Nintendo
PB009;Electronic Arts
PB025;Namco Bandai Games
PB029;THQ
PB009;Electronic Arts
PB010;Sega
PB033;Disney Interactive Studios
PB002;
PB002;
PB176;Mud Duck Productions
PB016;Konami Digital Entertainment
PB038;Midway Games
PB010;Sega
PB025;Namco Bandai Games
PB018;LucasArts
PB023;Vivendi Games
PB031;Acclaim Entertainment
PB016;Konami Digital Entertainment
PB012;Atari
PB177;Screenlife
PB005;Sony Computer Entertainment
PB168;BAM! Entertainment
PB005;Sony Computer Entertainment
PB002;
PB126;Nippon Ichi Software
PB053;Unknown
PB021;Eidos Interactive
PB016;Konami Digital Entertainment
PB002;
PB006;Activision
PB023;Vivendi Games
PB004;Take-Two Interactive
PB029;THQ
PB005;Sony Computer Entertainment
PB027;Hasbro Interactive
PB007;Ubisoft
PB025;Namco Bandai Games
PB005;Sony Computer Entertainment
PB004;Take-Two Interactive
PB016;Konami Digital Entertainment
PB006;Activision
PB025;Namco Bandai Games
PB009;Electronic Arts
PB006;Activision
PB008;Bethesda Softworks
PB029;THQ
PB002;
PB029;THQ
PB017;Square Enix
PB016;Konami Digital Entertainment
PB178;PQube
PB002;
PB020;Warner Bros. Interactive Entertainment
PB010;Sega
PB029;THQ
PB007;Ubisoft
PB009;Electronic Arts
PB009;Electronic Arts
PB179;Pioneer LDC
PB020;Warner Bros. Interactive Entertainment
PB066;Hudson Soft
PB029;THQ
PB002;
PB005;Sony Computer Entertainment
PB029;THQ
PB029;THQ
PB002;
PB002;
PB018;LucasArts
PB025;Namco Bandai Games
PB001;Nintendo
PB099;Titus
PB009;Electronic Arts
PB012;Atari
PB020;Warner Bros. Interactive Entertainment
PB005;Sony Computer Entertainment
PB005;Sony Computer Entertainment
PB071;Zoo Games
PB075;RTL
PB002;
PB089;Taito
PB006;Activision
PB006;Activision
PB029;THQ
PB009;Electronic Arts
PB006;Activision
PB001;Nintendo
PB067;Rising Star Games
PB009;Electronic Arts
PB134;Metro 3D
PB002;
PB038;Midway Games
PB006;Activision
PB004;Take-Two Interactive
PB025;Namco Bandai Games
PB085;Empire Interactive
PB002;
PB004;Take-Two Interactive
PB016;Konami Digital Entertainment
PB020;Warner Bros. Interactive Entertainment
PB013;505 Games
PB009;Electronic Arts
PB038;Midway Games
PB007;Ubisoft
PB004;Take-Two Interactive
PB010;Sega
PB006;Activision
PB001;Nintendo
PB038;Midway Games
PB002;
PB007;Ubisoft
PB004;Take-Two Interactive
PB003;Microsoft Game Studios
PB002;
PB009;Electronic Arts
PB009;Electronic Arts
PB014;Capcom
PB007;Ubisoft
PB180;Mentor Interactive
PB006;Activision
PB002;
PB005;Sony Computer Entertainment
PB012;Atari
PB033;Disney Interactive Studios
PB001;Nintendo
PB007;Ubisoft
PB144;Coleco
PB010;Sega
PB010;Sega
PB035;Codemasters
PB029;THQ
PB006;Activision
PB010;Sega
PB020;Warner Bros. Interactive Entertainment
PB017;Square Enix
PB002;
PB151;Imagineer
PB004;Take-Two Interactive
PB038;Midway Games
PB053;Unknown
PB006;Activision
PB025;Namco Bandai Games
PB017;Square Enix
PB010;Sega
PB038;Midway Games
PB009;Electronic Arts
PB001;Nintendo
PB016;Konami Digital Entertainment
PB047;Tecmo Koei
PB029;THQ
PB033;Disney Interactive Studios
PB029;THQ
PB005;Sony Computer Entertainment
PB001;Nintendo
PB054;989 Studios
PB029;THQ
PB007;Ubisoft
PB169;Takara
PB009;Electronic Arts
PB007;Ubisoft
PB017;Square Enix
PB057;Activision Value
PB009;Electronic Arts
PB010;Sega
PB054;989 Studios
PB010;Sega
PB002;
PB025;Namco Bandai Games
PB001;Nintendo
PB181;Kemco
PB031;Acclaim Entertainment
PB038;Midway Games
PB031;Acclaim Entertainment
PB012;Atari
PB051;Infogrames
PB009;Electronic Arts
PB077;Focus Home Interactive
PB006;Activision
PB005;Sony Computer Entertainment
PB018;LucasArts
PB013;505 Games
PB004;Take-Two Interactive
PB029;THQ
PB029;THQ
PB029;THQ
PB038;Midway Games
PB010;Sega
PB009;Electronic Arts
PB009;Electronic Arts
PB001;Nintendo
PB029;THQ
PB021;Eidos Interactive
PB006;Activision
PB029;THQ
PB001;Nintendo
PB021;Eidos Interactive
PB023;Vivendi Games
PB115;ChunSoft
PB010;Sega
PB010;Sega
PB016;Konami Digital Entertainment
PB006;Activision
PB009;Electronic Arts
PB005;Sony Computer Entertainment
PB025;Namco Bandai Games
PB005;Sony Computer Entertainment
PB019;Virgin Interactive
PB053;Unknown
PB009;Electronic Arts
PB009;Electronic Arts
PB025;Namco Bandai Games
PB006;Activision
PB020;Warner Bros. Interactive Entertainment
PB058;D3Publisher
PB017;Square Enix
PB002;
PB002;
PB010;Sega
PB125;Jester Interactive
PB016;Konami Digital Entertainment
PB007;Ubisoft
PB004;Take-Two Interactive
PB006;Activision
PB035;Codemasters
PB020;Warner Bros. Interactive Entertainment
PB029;THQ
PB006;Activision
PB009;Electronic Arts
PB002;
PB017;Square Enix
PB010;Sega
PB013;505 Games
PB002;
PB036;Level 5
PB027;Hasbro Interactive
PB019;Virgin Interactive
PB143;Mattel Interactive
PB025;Namco Bandai Games
PB029;THQ
PB131;Tomy Corporation
PB002;
PB018;LucasArts
PB010;Sega
PB067;Rising Star Games
PB002;
PB029;THQ
PB002;
PB007;Ubisoft
PB002;
PB009;Electronic Arts
PB006;Activision
PB006;Activision
PB005;Sony Computer Entertainment
PB004;Take-Two Interactive
PB029;THQ
PB001;Nintendo
PB007;Ubisoft
PB016;Konami Digital Entertainment
PB150;Enterbrain
PB025;Namco Bandai Games
PB029;THQ
PB005;Sony Computer Entertainment
PB009;Electronic Arts
PB001;Nintendo
PB001;Nintendo
PB009;Electronic Arts
PB007;Ubisoft
PB025;Namco Bandai Games
PB003;Microsoft Game Studios
PB009;Electronic Arts
PB005;Sony Computer Entertainment
PB009;Electronic Arts
PB002;
PB001;Nintendo
PB031;Acclaim Entertainment
PB074;3DO
PB023;Vivendi Games
PB001;Nintendo
PB007;Ubisoft
PB005;Sony Computer Entertainment
PB006;Activision
PB007;Ubisoft
PB021;Eidos Interactive
PB020;Warner Bros. Interactive Entertainment
PB006;Activision
PB007;Ubisoft
PB182;Human Entertainment
PB006;Activision
PB006;Activision
PB029;THQ
PB014;Capcom
PB007;Ubisoft
PB007;Ubisoft
PB009;Electronic Arts
PB169;Takara
PB077;Focus Home Interactive
PB141;Banpresto
PB007;Ubisoft
PB009;Electronic Arts
PB009;Electronic Arts
PB023;Vivendi Games
PB137;Sony Computer Entertainment America
PB025;Namco Bandai Games
PB014;Capcom
PB007;Ubisoft
PB183;Avanquest
PB013;505 Games
PB009;Electronic Arts
PB016;Konami Digital Entertainment
PB184;Data Age
PB016;Konami Digital Entertainment
PB047;Tecmo Koei
PB021;Eidos Interactive
PB006;Activision
PB120;Nordic Games
PB009;Electronic Arts
PB007;Ubisoft
PB041;Deep Silver
PB029;THQ
PB025;Namco Bandai Games
PB002;
PB185;Electronic Arts Victor
PB010;Sega
PB002;
PB140;Ghostlight
PB001;Nintendo
PB015;GT Interactive
PB126;Nippon Ichi Software
PB182;Human Entertainment
PB007;Ubisoft
PB010;Sega
PB020;Warner Bros. Interactive Entertainment
PB057;Activision Value
PB067;Rising Star Games
PB025;Namco Bandai Games
PB020;Warner Bros. Interactive Entertainment
PB033;Disney Interactive Studios
PB103;Pinnacle
PB002;
PB186;Black Bean Games
PB187;Jack of All Games
PB025;Namco Bandai Games
PB005;Sony Computer Entertainment
PB002;
PB006;Activision
PB012;Atari
PB025;Namco Bandai Games
PB007;Ubisoft
PB010;Sega
PB010;Sega
PB009;Electronic Arts
PB068;Atlus
PB007;Ubisoft
PB009;Electronic Arts
PB009;Electronic Arts
PB009;Electronic Arts
PB005;Sony Computer Entertainment
PB003;Microsoft Game Studios
PB035;Codemasters
PB021;Eidos Interactive
PB025;Namco Bandai Games
PB029;THQ
PB002;
PB014;Capcom
PB009;Electronic Arts
PB009;Electronic Arts
PB025;Namco Bandai Games
PB033;Disney Interactive Studios
PB016;Konami Digital Entertainment
PB012;Atari
PB001;Nintendo
PB004;Take-Two Interactive
PB025;Namco Bandai Games
PB024;Enix Corporation
PB016;Konami Digital Entertainment
PB011;SquareSoft
PB010;Sega
PB004;Take-Two Interactive
PB010;Sega
PB009;Electronic Arts
PB006;Activision
PB009;Electronic Arts
PB010;Sega
PB035;Codemasters
PB016;Konami Digital Entertainment
PB002;
PB006;Activision
PB002;
PB029;THQ
PB002;
PB141;Banpresto
PB009;Electronic Arts
PB001;Nintendo
PB025;Namco Bandai Games
PB068;Atlus
PB005;Sony Computer Entertainment
PB188;989 Sports
PB020;Warner Bros. Interactive Entertainment
PB009;Electronic Arts
PB029;THQ
PB007;Ubisoft
PB006;Activision
PB006;Activision
PB012;Atari
PB007;Ubisoft
PB032;MTV Games
PB012;Atari
PB006;Activision
PB047;Tecmo Koei
PB005;Sony Computer Entertainment
PB016;Konami Digital Entertainment
PB025;Namco Bandai Games
PB029;THQ
PB009;Electronic Arts
PB023;Vivendi Games
PB016;Konami Digital Entertainment
PB140;Ghostlight
PB025;Namco Bandai Games
PB029;THQ
PB002;
PB002;
PB009;Electronic Arts
PB006;Activision
PB007;Ubisoft
PB012;Atari
PB007;Ubisoft
PB012;Atari
PB029;THQ
PB007;Ubisoft
PB010;Sega
PB189;Takara Tomy
PB016;Konami Digital Entertainment
PB002;
PB011;SquareSoft
PB112;Scholastic Inc.
PB009;Electronic Arts
PB009;Electronic Arts
PB002;
PB002;
PB003;Microsoft Game Studios
PB002;
PB004;Take-Two Interactive
PB142;Spike
PB005;Sony Computer Entertainment
PB007;Ubisoft
PB021;Eidos Interactive
PB007;Ubisoft
PB010;Sega
PB007;Ubisoft
PB020;Warner Bros. Interactive Entertainment
PB029;THQ
PB076;Natsume
PB006;Activision
PB007;Ubisoft
PB038;Midway Games
PB074;3DO
PB009;Electronic Arts
PB182;Human Entertainment
PB010;Sega
PB009;Electronic Arts
PB002;
PB006;Activision
PB005;Sony Computer Entertainment
PB017;Square Enix
PB029;THQ
PB002;
PB115;ChunSoft
PB031;Acclaim Entertainment
PB029;THQ
PB046;Imagic
PB001;Nintendo
PB009;Electronic Arts
PB009;Electronic Arts
PB009;Electronic Arts
PB010;Sega
PB002;
PB025;Namco Bandai Games
PB170;Knowledge Adventure
PB014;Capcom
PB020;Warner Bros. Interactive Entertainment
PB017;Square Enix
PB008;Bethesda Softworks
PB006;Activision
PB009;Electronic Arts
PB141;Banpresto
PB009;Electronic Arts
PB016;Konami Digital Entertainment
PB017;Square Enix
PB001;Nintendo
PB068;Atlus
PB025;Namco Bandai Games
PB098;Game Factory
PB004;Take-Two Interactive
PB002;
PB010;Sega
PB006;Activision
PB049;ASCII Entertainment
PB006;Activision
PB020;Warner Bros. Interactive Entertainment
PB173;Harmonix Music Systems
PB048;Valve Software
PB009;Electronic Arts
PB009;Electronic Arts
PB033;Disney Interactive Studios
PB009;Electronic Arts
PB006;Activision
PB012;Atari
PB009;Electronic Arts
PB190;Media Rings
PB025;Namco Bandai Games
PB191;Elf
PB007;Ubisoft
PB016;Konami Digital Entertainment
PB053;Unknown
PB002;
PB182;Human Entertainment
PB025;Namco Bandai Games
PB115;ChunSoft
PB074;3DO
PB023;Vivendi Games
PB038;Midway Games
PB025;Namco Bandai Games
PB017;Square Enix
PB009;Electronic Arts
PB041;Deep Silver
PB009;Electronic Arts
PB005;Sony Computer Entertainment
PB047;Tecmo Koei
PB029;THQ
PB006;Activision
PB178;PQube
PB006;Activision
PB058;D3Publisher
PB001;Nintendo
PB005;Sony Computer Entertainment
PB007;Ubisoft
PB025;Namco Bandai Games
PB053;Unknown
PB192;Kalypso Media
PB020;Warner Bros. Interactive Entertainment
PB004;Take-Two Interactive
PB007;Ubisoft
PB001;Nintendo
PB193;Starfish
PB002;
PB004;Take-Two Interactive
PB081;Ocean
PB016;Konami Digital Entertainment
PB001;Nintendo
PB002;
PB100;Marvelous Entertainment
PB194;Zushi Games
PB006;Activision
PB006;Activision
PB006;Activision
PB008;Bethesda Softworks
PB003;Microsoft Game Studios
PB020;Warner Bros. Interactive Entertainment
PB195;Jorudan
PB147;Laguna
PB006;Activision
PB127;LEGO Media
PB004;Take-Two Interactive
PB007;Ubisoft
PB003;Microsoft Game Studios
PB010;Sega
PB196;Destination Software, Inc
PB002;
PB007;Ubisoft
PB029;THQ
PB082;Zoo Digital Publishing
PB010;Sega
PB014;Capcom
PB006;Activision
PB025;Namco Bandai Games
PB029;THQ
PB004;Take-Two Interactive
PB005;Sony Computer Entertainment
PB002;
PB010;Sega
PB050;Mindscape
PB141;Banpresto
PB017;Square Enix
PB082;Zoo Digital Publishing
PB029;THQ
PB146;Trion Worlds
PB002;
PB197;New
PB143;Mattel Interactive
PB016;Konami Digital Entertainment
PB009;Electronic Arts
PB009;Electronic Arts
PB025;Namco Bandai Games
PB002;
PB016;Konami Digital Entertainment
PB009;Electronic Arts
PB014;Capcom
PB038;Midway Games
PB002;
PB004;Take-Two Interactive
PB010;Sega
PB010;Sega
PB004;Take-Two Interactive
PB083;Psygnosis
PB069;TDK Mediactive
PB007;Ubisoft
PB005;Sony Computer Entertainment
PB002;
PB001;Nintendo
PB012;Atari
PB025;Namco Bandai Games
PB082;Zoo Digital Publishing
PB029;THQ
PB016;Konami Digital Entertainment
PB001;Nintendo
PB002;
PB001;Nintendo
PB002;
PB029;THQ
PB025;Namco Bandai Games
PB010;Sega
PB066;Hudson Soft
PB021;Eidos Interactive
PB025;Namco Bandai Games
PB007;Ubisoft
PB006;Activision
PB002;
PB020;Warner Bros. Interactive Entertainment
PB016;Konami Digital Entertainment
PB001;Nintendo
PB001;Nintendo
PB147;Laguna
PB021;Eidos Interactive
PB002;
PB002;
PB002;
PB068;Atlus
PB029;THQ
PB025;Namco Bandai Games
PB025;Namco Bandai Games
PB016;Konami Digital Entertainment
PB009;Electronic Arts
PB033;Disney Interactive Studios
PB006;Activision
PB002;
PB014;Capcom
PB016;Konami Digital Entertainment
PB084;City Interactive
PB007;Ubisoft
PB009;Electronic Arts
PB017;Square Enix
PB014;Capcom
PB009;Electronic Arts
PB029;THQ
PB029;THQ
PB029;THQ
PB029;THQ
PB003;Microsoft Game Studios
PB029;THQ
PB005;Sony Computer Entertainment
PB004;Take-Two Interactive
PB006;Activision
PB095;Sammy Corporation
PB014;Capcom
PB016;Konami Digital Entertainment
PB006;Activision
PB007;Ubisoft
PB025;Namco Bandai Games
PB198;Brash Entertainment
PB031;Acclaim Entertainment
PB016;Konami Digital Entertainment
PB009;Electronic Arts
PB122;Nobilis
PB023;Vivendi Games
PB002;
PB016;Konami Digital Entertainment
PB054;989 Studios
PB007;Ubisoft
PB009;Electronic Arts
PB199;Kadokawa Shoten
PB014;Capcom
PB029;THQ
PB033;Disney Interactive Studios
PB005;Sony Computer Entertainment
PB035;Codemasters
PB006;Activision
PB025;Namco Bandai Games
PB007;Ubisoft
PB096;Global Star
PB033;Disney Interactive Studios
PB009;Electronic Arts
PB005;Sony Computer Entertainment
PB007;Ubisoft
PB082;Zoo Digital Publishing
PB025;Namco Bandai Games
PB002;
PB029;THQ
PB033;Disney Interactive Studios
PB002;
PB025;Namco Bandai Games
PB083;Psygnosis
PB001;Nintendo
PB029;THQ
PB001;Nintendo
PB006;Activision
PB029;THQ
PB023;Vivendi Games
PB003;Microsoft Game Studios
PB006;Activision
PB012;Atari
PB047;Tecmo Koei
PB010;Sega
PB002;
PB033;Disney Interactive Studios
PB002;
PB009;Electronic Arts
PB005;Sony Computer Entertainment
PB029;THQ
PB068;Atlus
PB002;
PB031;Acclaim Entertainment
PB021;Eidos Interactive
PB021;Eidos Interactive
PB200;ITT Family Games
PB006;Activision
PB020;Warner Bros. Interactive Entertainment
PB003;Microsoft Game Studios
PB025;Namco Bandai Games
PB029;THQ
PB047;Tecmo Koei
PB009;Electronic Arts
PB117;20th Century Fox Video Games
PB007;Ubisoft
PB006;Activision
PB016;Konami Digital Entertainment
PB019;Virgin Interactive
PB015;GT Interactive
PB117;20th Century Fox Video Games
PB009;Electronic Arts
PB007;Ubisoft
PB049;ASCII Entertainment
PB029;THQ
PB144;Coleco
PB010;Sega
PB023;Vivendi Games
PB002;
PB009;Electronic Arts
PB066;Hudson Soft
PB005;Sony Computer Entertainment
PB201;PopCap Games
PB013;505 Games
PB007;Ubisoft
PB058;D3Publisher
PB017;Square Enix
PB122;Nobilis
PB005;Sony Computer Entertainment
PB202;Home Entertainment Suppliers
PB038;Midway Games
PB006;Activision
PB007;Ubisoft
PB009;Electronic Arts
PB003;Microsoft Game Studios
PB033;Disney Interactive Studios
PB009;Electronic Arts
PB002;
PB021;Eidos Interactive
PB033;Disney Interactive Studios
PB002;
PB068;Atlus
PB005;Sony Computer Entertainment
PB033;Disney Interactive Studios
PB002;
PB025;Namco Bandai Games
PB025;Namco Bandai Games
PB009;Electronic Arts
PB002;
PB029;THQ
PB002;
PB203;NovaLogic
PB034;Majesco Entertainment
PB059;Oxygen Interactive
PB204;Ackkstudios
PB035;Codemasters
PB003;Microsoft Game Studios
PB007;Ubisoft
PB006;Activision
PB018;LucasArts
PB156;Jaleco
PB002;
PB010;Sega
PB067;Rising Star Games
PB007;Ubisoft
PB029;THQ
PB005;Sony Computer Entertainment
PB041;Deep Silver
PB025;Namco Bandai Games
PB014;Capcom
PB007;Ubisoft
PB010;Sega
PB021;Eidos Interactive
PB025;Namco Bandai Games
PB006;Activision
PB010;Sega
PB005;Sony Computer Entertainment
PB002;
PB005;Sony Computer Entertainment
PB006;Activision
PB014;Capcom
PB002;
PB001;Nintendo
PB009;Electronic Arts
PB052;Universal Interactive
PB007;Ubisoft
PB194;Zushi Games
PB058;D3Publisher
PB005;Sony Computer Entertainment
PB021;Eidos Interactive
PB002;
PB007;Ubisoft
PB005;Sony Computer Entertainment
PB009;Electronic Arts
PB005;Sony Computer Entertainment
PB009;Electronic Arts
PB002;
PB047;Tecmo Koei
PB029;THQ
PB013;505 Games
PB009;Electronic Arts
PB006;Activision
PB006;Activision
PB002;
PB031;Acclaim Entertainment
PB025;Namco Bandai Games
PB005;Sony Computer Entertainment
PB016;Konami Digital Entertainment
PB025;Namco Bandai Games
PB066;Hudson Soft
PB034;Majesco Entertainment
PB014;Capcom
PB009;Electronic Arts
PB005;Sony Computer Entertainment
PB017;Square Enix
PB005;Sony Computer Entertainment
PB001;Nintendo
PB025;Namco Bandai Games
PB020;Warner Bros. Interactive Entertainment
PB009;Electronic Arts
PB029;THQ
PB014;Capcom
PB009;Electronic Arts
PB002;
PB074;3DO
PB010;Sega
PB002;
PB006;Activision
PB047;Tecmo Koei
PB006;Activision
PB002;
PB014;Capcom
PB141;Banpresto
PB112;Scholastic Inc.
PB033;Disney Interactive Studios
PB006;Activision
PB016;Konami Digital Entertainment
PB029;THQ
PB035;Codemasters
PB047;Tecmo Koei
PB148;Ignition Entertainment
PB009;Electronic Arts
PB005;Sony Computer Entertainment
PB007;Ubisoft
PB029;THQ
PB080;SouthPeak Games
PB005;Sony Computer Entertainment
PB002;
PB016;Konami Digital Entertainment
PB002;
PB010;Sega
PB183;Avanquest
PB005;Sony Computer Entertainment
PB029;THQ
PB006;Activision
PB131;Tomy Corporation
PB025;Namco Bandai Games
PB058;D3Publisher
PB010;Sega
PB009;Electronic Arts
PB009;Electronic Arts
PB133;Rocket Company
PB004;Take-Two Interactive
PB012;Atari
PB169;Takara
PB009;Electronic Arts
PB009;Electronic Arts
PB025;Namco Bandai Games
PB002;
PB025;Namco Bandai Games
PB002;
PB013;505 Games
PB029;THQ
PB014;Capcom
PB044;Parker Bros.
PB068;Atlus
PB020;Warner Bros. Interactive Entertainment
PB002;
PB016;Konami Digital Entertainment
PB205;Starpath Corp.
PB020;Warner Bros. Interactive Entertainment
PB002;
PB001;Nintendo
PB010;Sega
PB131;Tomy Corporation
PB004;Take-Two Interactive
PB093;Play It
PB005;Sony Computer Entertainment
PB002;
PB016;Konami Digital Entertainment
PB002;
PB004;Take-Two Interactive
PB025;Namco Bandai Games
PB012;Atari
PB016;Konami Digital Entertainment
PB029;THQ
PB025;Namco Bandai Games
PB020;Warner Bros. Interactive Entertainment
PB023;Vivendi Games
PB009;Electronic Arts
PB014;Capcom
PB012;Atari
PB010;Sega
PB009;Electronic Arts
PB029;THQ
PB009;Electronic Arts
PB111;Ubisoft Annecy
PB140;Ghostlight
PB031;Acclaim Entertainment
PB066;Hudson Soft
PB020;Warner Bros. Interactive Entertainment
PB025;Namco Bandai Games
PB005;Sony Computer Entertainment
PB025;Namco Bandai Games
PB031;Acclaim Entertainment
PB009;Electronic Arts
PB035;Codemasters
PB024;Enix Corporation
PB009;Electronic Arts
PB058;D3Publisher
PB082;Zoo Digital Publishing
PB021;Eidos Interactive
PB023;Vivendi Games
PB023;Vivendi Games
PB004;Take-Two Interactive
PB004;Take-Two Interactive
PB002;
PB005;Sony Computer Entertainment
PB002;
PB006;Activision
PB007;Ubisoft
PB013;505 Games
PB012;Atari
PB053;Unknown
PB007;Ubisoft
PB002;
PB007;Ubisoft
PB029;THQ
PB071;Zoo Games
PB007;Ubisoft
PB053;Unknown
PB016;Konami Digital Entertainment
PB009;Electronic Arts
PB007;Ubisoft
PB005;Sony Computer Entertainment
PB016;Konami Digital Entertainment
PB007;Ubisoft
PB001;Nintendo
PB035;Codemasters
PB034;Majesco Entertainment
PB009;Electronic Arts
PB206;P2 Games
PB005;Sony Computer Entertainment
PB002;
PB016;Konami Digital Entertainment
PB009;Electronic Arts
PB007;Ubisoft
PB016;Konami Digital Entertainment
PB007;Ubisoft
PB049;ASCII Entertainment
PB019;Virgin Interactive
PB016;Konami Digital Entertainment
PB002;
PB007;Ubisoft
PB009;Electronic Arts
PB029;THQ
PB207;BPS
PB009;Electronic Arts
PB006;Activision
PB032;MTV Games
PB136;Rondomedia
PB168;BAM! Entertainment
PB006;Activision
PB184;Data Age
PB031;Acclaim Entertainment
PB150;Enterbrain
PB009;Electronic Arts
PB002;
PB010;Sega
PB021;Eidos Interactive
PB002;
PB066;Hudson Soft
PB025;Namco Bandai Games
PB012;Atari
PB053;Unknown
PB182;Human Entertainment
PB141;Banpresto
PB011;SquareSoft
PB003;Microsoft Game Studios
PB002;
PB009;Electronic Arts
PB035;Codemasters
PB009;Electronic Arts
PB041;Deep Silver
PB208;Gathering of Developers
PB006;Activision
PB066;Hudson Soft
PB029;THQ
PB047;Tecmo Koei
PB006;Activision
PB041;Deep Silver
PB178;PQube
PB005;Sony Computer Entertainment
PB006;Activision
PB005;Sony Computer Entertainment
PB016;Konami Digital Entertainment
PB007;Ubisoft
PB014;Capcom
PB047;Tecmo Koei
PB003;Microsoft Game Studios
PB081;Ocean
PB020;Warner Bros. Interactive Entertainment
PB010;Sega
PB003;Microsoft Game Studios
PB025;Namco Bandai Games
PB007;Ubisoft
PB035;Codemasters
PB025;Namco Bandai Games
PB009;Electronic Arts
PB014;Capcom
PB023;Vivendi Games
PB020;Warner Bros. Interactive Entertainment
PB005;Sony Computer Entertainment
PB002;
PB033;Disney Interactive Studios
PB016;Konami Digital Entertainment
PB016;Konami Digital Entertainment
PB009;Electronic Arts
PB013;505 Games
PB016;Konami Digital Entertainment
PB002;
PB002;
PB016;Konami Digital Entertainment
PB209;NewKidCo
PB010;Sega
PB012;Atari
PB003;Microsoft Game Studios
PB009;Electronic Arts
PB006;Activision
PB007;Ubisoft
PB010;Sega
PB025;Namco Bandai Games
PB002;
PB005;Sony Computer Entertainment
PB041;Deep Silver
PB005;Sony Computer Entertainment
PB002;
PB016;Konami Digital Entertainment
PB012;Atari
PB038;Midway Games
PB038;Midway Games
PB011;SquareSoft
PB005;Sony Computer Entertainment
PB210;Storm City Games
PB041;Deep Silver
PB014;Capcom
PB016;Konami Digital Entertainment
PB002;
PB025;Namco Bandai Games
PB211;CokeM Interactive
PB010;Sega
PB004;Take-Two Interactive
PB007;Ubisoft
PB029;THQ
PB141;Banpresto
PB014;Capcom
PB057;Activision Value
PB017;Square Enix
PB016;Konami Digital Entertainment
PB016;Konami Digital Entertainment
PB002;
PB006;Activision
PB004;Take-Two Interactive
PB001;Nintendo
PB010;Sega
PB002;
PB002;
PB002;
PB025;Namco Bandai Games
PB071;Zoo Games
PB009;Electronic Arts
PB016;Konami Digital Entertainment
PB006;Activision
PB067;Rising Star Games
PB006;Activision
PB016;Konami Digital Entertainment
PB007;Ubisoft
PB067;Rising Star Games
PB212;CBS Electronics
PB005;Sony Computer Entertainment
PB006;Activision
PB009;Electronic Arts
PB007;Ubisoft
PB068;Atlus
PB008;Bethesda Softworks
PB006;Activision
PB002;
PB051;Infogrames
PB038;Midway Games
PB011;SquareSoft
PB007;Ubisoft
PB009;Electronic Arts
PB009;Electronic Arts
PB025;Namco Bandai Games
PB002;
PB020;Warner Bros. Interactive Entertainment
PB005;Sony Computer Entertainment
PB002;
PB009;Electronic Arts
PB067;Rising Star Games
PB005;Sony Computer Entertainment
PB031;Acclaim Entertainment
PB002;
PB012;Atari
PB016;Konami Digital Entertainment
PB143;Mattel Interactive
PB006;Activision
PB015;GT Interactive
PB002;
PB213;Marvelous Interactive
PB007;Ubisoft
PB180;Mentor Interactive
PB006;Activision
PB006;Activision
PB006;Activision
PB016;Konami Digital Entertainment
PB002;
PB085;Empire Interactive
PB001;Nintendo
PB005;Sony Computer Entertainment
PB002;
PB049;ASCII Entertainment
PB025;Namco Bandai Games
PB006;Activision
PB002;
PB007;Ubisoft
PB141;Banpresto
PB006;Activision
PB029;THQ
PB003;Microsoft Game Studios
PB002;
PB025;Namco Bandai Games
PB010;Sega
PB001;Nintendo
PB010;Sega
PB011;SquareSoft
PB010;Sega
PB016;Konami Digital Entertainment
PB052;Universal Interactive
PB074;3DO
PB025;Namco Bandai Games
PB038;Midway Games
PB001;Nintendo
PB006;Activision
PB033;Disney Interactive Studios
PB001;Nintendo
PB041;Deep Silver
PB005;Sony Computer Entertainment
PB016;Konami Digital Entertainment
PB020;Warner Bros. Interactive Entertainment
PB031;Acclaim Entertainment
PB033;Disney Interactive Studios
PB014;Capcom
PB007;Ubisoft
PB006;Activision
PB010;Sega
PB006;Activision
PB096;Global Star
PB005;Sony Computer Entertainment
PB010;Sega
PB001;Nintendo
PB141;Banpresto
PB005;Sony Computer Entertainment
PB002;
PB005;Sony Computer Entertainment
PB006;Activision
PB053;Unknown
PB025;Namco Bandai Games
PB006;Activision
PB029;THQ
PB020;Warner Bros. Interactive Entertainment
PB141;Banpresto
PB017;Square Enix
PB010;Sega
PB009;Electronic Arts
PB126;Nippon Ichi Software
PB007;Ubisoft
PB014;Capcom
PB033;Disney Interactive Studios
PB047;Tecmo Koei
PB021;Eidos Interactive
PB047;Tecmo Koei
PB047;Tecmo Koei
PB014;Capcom
PB047;Tecmo Koei
PB001;Nintendo
PB066;Hudson Soft
PB192;Kalypso Media
PB155;Midas Interactive Entertainment
PB001;Nintendo
PB004;Take-Two Interactive
PB006;Activision
PB142;Spike
PB029;THQ
PB009;Electronic Arts
PB009;Electronic Arts
PB006;Activision
PB025;Namco Bandai Games
PB025;Namco Bandai Games
PB007;Ubisoft
PB012;Atari
PB066;Hudson Soft
PB003;Microsoft Game Studios
PB068;Atlus
PB074;3DO
PB009;Electronic Arts
PB009;Electronic Arts
PB029;THQ
PB007;Ubisoft
PB002;
PB007;Ubisoft
PB002;
PB068;Atlus
PB047;Tecmo Koei
PB019;Virgin Interactive
PB006;Activision
PB009;Electronic Arts
