Publisher_ID;Publisher
PB003;Microsoft Game Studios
PB012;Atari
PB047;Tecmo Koei
PB035;Codemasters
PB016;Konami Digital Entertainment
PB110;Rage Software
PB005;Sony Computer Entertainment
PB010;Sega
PB082;Zoo Digital Publishing
PB032;MTV Games
PB007;Ubisoft
PB010;Sega
PB013;505 Games
PB021;Eidos Interactive
PB002;
PB025;Namco Bandai Games
PB245;Falcom Corporation
PB021;Eidos Interactive
PB013;505 Games
PB025;Namco Bandai Games
PB016;Konami Digital Entertainment
PB083;Psygnosis
PB013;505 Games
PB016;Konami Digital Entertainment
PB149;Destineer
PB009;Electronic Arts
PB002;
PB016;Konami Digital Entertainment
PB003;Microsoft Game Studios
PB012;Atari
PB009;Electronic Arts
PB002;
PB002;
PB041;Deep Silver
PB002;
PB002;
PB151;Imagineer
PB049;ASCII Entertainment
PB065;Crave Entertainment
PB034;Majesco Entertainment
PB181;Kemco
PB002;
PB141;Banpresto
PB029;THQ
PB004;Take-Two Interactive
PB047;Tecmo Koei
PB002;
PB306;Paradox Interactive
PB376;Irem Software Engineering
PB178;PQube
PB002;
PB016;Konami Digital Entertainment
PB009;Electronic Arts
PB272;Milestone S.r.l.
PB025;Namco Bandai Games
PB009;Electronic Arts
PB007;Ubisoft
PB002;
PB025;Namco Bandai Games
PB208;Gathering of Developers
PB014;Capcom
PB004;Take-Two Interactive
PB225;DTP Entertainment
PB233;Sunsoft
PB316;Graffiti
PB134;Metro 3D
PB012;Atari
PB012;Atari
PB178;PQube
PB377;Sunrise Interactive
PB025;Namco Bandai Games
PB053;Unknown
PB013;505 Games
PB006;Activision
PB025;Namco Bandai Games
PB002;
PB199;Kadokawa Shoten
PB034;Majesco Entertainment
PB002;
PB078;Alchemist
PB002;
PB287;Vir2L Studios
PB034;Majesco Entertainment
PB053;Unknown
PB192;Kalypso Media
PB002;
PB007;Ubisoft
PB007;Ubisoft
PB059;Oxygen Interactive
PB050;Mindscape
PB016;Konami Digital Entertainment
PB009;Electronic Arts
PB047;Tecmo Koei
PB162;Xplosiv
PB016;Konami Digital Entertainment
PB016;Konami Digital Entertainment
PB141;Banpresto
PB029;THQ
PB006;Activision
PB025;Namco Bandai Games
PB071;Zoo Games
PB304;Swing! Entertainment
PB084;City Interactive
PB007;Ubisoft
PB133;Rocket Company
PB010;Sega
PB006;Activision
PB031;Acclaim Entertainment
PB078;Alchemist
PB010;Sega
PB003;Microsoft Game Studios
PB068;Atlus
PB010;Sega
PB006;Activision
PB047;Tecmo Koei
PB053;Unknown
PB378;Elite
PB010;Sega
PB167;Epoch
PB025;Namco Bandai Games
PB012;Atari
PB014;Capcom
PB009;Electronic Arts
PB209;NewKidCo
PB025;Namco Bandai Games
PB001;Nintendo
PB002;
PB077;Focus Home Interactive
PB002;
PB013;505 Games
PB085;Empire Interactive
PB009;Electronic Arts
PB007;Ubisoft
PB024;Enix Corporation
PB005;Sony Computer Entertainment
PB034;Majesco Entertainment
PB301;Acquire
PB016;Konami Digital Entertainment
PB025;Namco Bandai Games
PB047;Tecmo Koei
PB235;SNK
PB379;Evolution Games
PB002;
PB005;Sony Computer Entertainment
PB005;Sony Computer Entertainment
PB234;Gust
PB009;Electronic Arts
PB038;Midway Games
PB006;Activision
PB016;Konami Digital Entertainment
PB014;Capcom
PB097;Koch Media
PB047;Tecmo Koei
PB016;Konami Digital Entertainment
PB014;Capcom
PB025;Namco Bandai Games
PB035;Codemasters
PB016;Konami Digital Entertainment
PB004;Take-Two Interactive
PB192;Kalypso Media
PB058;D3Publisher
PB223;Little Orbit
PB168;BAM! Entertainment
PB250;Seta Corporation
PB120;Nordic Games
PB099;Titus
PB096;Global Star
PB066;Hudson Soft
PB071;Zoo Games
PB047;Tecmo Koei
PB015;GT Interactive
PB002;
PB113;Interplay
PB007;Ubisoft
PB012;Atari
PB010;Sega
PB345;Microids
PB189;Takara Tomy
PB199;Kadokawa Shoten
PB001;Nintendo
PB065;Crave Entertainment
PB083;Psygnosis
PB016;Konami Digital Entertainment
PB053;Unknown
PB006;Activision
PB029;THQ
PB013;505 Games
PB014;Capcom
PB011;SquareSoft
PB014;Capcom
PB376;Irem Software Engineering
PB053;Unknown
PB009;Electronic Arts
PB014;Capcom
PB013;505 Games
PB326;O-Games
PB198;Brash Entertainment
PB031;Acclaim Entertainment
PB006;Activision
PB218;SNK Playmore
PB016;Konami Digital Entertainment
PB006;Activision
PB034;Majesco Entertainment
PB064;GungHo
PB009;Electronic Arts
PB038;Midway Games
PB006;Activision
PB002;
PB001;Nintendo
PB065;Crave Entertainment
PB012;Atari
PB077;Focus Home Interactive
PB085;Empire Interactive
PB029;THQ
PB025;Namco Bandai Games
PB007;Ubisoft
PB084;City Interactive
PB120;Nordic Games
PB007;Ubisoft
PB135;IE Institute
PB237;FuRyu
PB069;TDK Mediactive
PB004;Take-Two Interactive
PB025;Namco Bandai Games
PB119;Hudson Entertainment
PB002;
PB006;Activision
PB380;Tivola
PB058;D3Publisher
PB112;Scholastic Inc.
PB014;Capcom
PB047;Tecmo Koei
PB067;Rising Star Games
PB003;Microsoft Game Studios
PB005;Sony Computer Entertainment
PB381;Global A Entertainment
PB002;
PB047;Tecmo Koei
PB006;Activision
PB382;Edia
PB053;Unknown
PB002;
PB007;Ubisoft
PB002;
PB058;D3Publisher
PB074;3DO
PB082;Zoo Digital Publishing
PB343;5pb
PB005;Sony Computer Entertainment
PB255;Compile Heart
PB013;505 Games
PB010;Sega
PB186;Black Bean Games
PB275;Idea Factory International
PB006;Activision
PB010;Sega
PB149;Destineer
PB034;Majesco Entertainment
PB004;Take-Two Interactive
PB033;Disney Interactive Studios
PB383;Athena
PB126;Nippon Ichi Software
PB005;Sony Computer Entertainment
PB016;Konami Digital Entertainment
PB071;Zoo Games
PB384;Aria
PB145;BMG Interactive Entertainment
PB005;Sony Computer Entertainment
PB053;Unknown
PB284;Avalon Interactive
PB326;O-Games
PB357;Evolved Games
PB025;Namco Bandai Games
PB261;Nippon Telenet
PB025;Namco Bandai Games
PB013;505 Games
PB010;Sega
PB385;Gamecock
PB016;Konami Digital Entertainment
PB386;Tommo
PB002;
PB010;Sega
PB058;D3Publisher
PB016;Konami Digital Entertainment
PB002;
PB387;Altron
PB029;THQ
PB002;
PB071;Zoo Games
PB180;Mentor Interactive
PB020;Warner Bros. Interactive Entertainment
PB388;Happinet
PB029;THQ
PB002;
PB192;Kalypso Media
PB016;Konami Digital Entertainment
PB002;
PB038;Midway Games
PB033;Disney Interactive Studios
PB237;FuRyu
PB389;iWin
PB234;Gust
PB029;THQ
PB390;Media Works
PB002;
PB071;Zoo Games
PB002;
PB007;Ubisoft
PB009;Electronic Arts
PB007;Ubisoft
PB002;
PB025;Namco Bandai Games
PB013;505 Games
PB267;Idea Factory
PB009;Electronic Arts
PB101;Genki
PB016;Konami Digital Entertainment
PB033;Disney Interactive Studios
PB013;505 Games
PB002;
PB020;Warner Bros. Interactive Entertainment
PB002;
PB004;Take-Two Interactive
PB002;
PB002;
PB391;Fortyfive
PB016;Konami Digital Entertainment
PB010;Sega
PB002;
PB016;Konami Digital Entertainment
PB009;Electronic Arts
PB017;Square Enix
PB016;Konami Digital Entertainment
PB006;Activision
PB065;Crave Entertainment
PB031;Acclaim Entertainment
PB392;Revolution Software
PB014;Capcom
PB031;Acclaim Entertainment
PB149;Destineer
PB013;505 Games
PB016;Konami Digital Entertainment
PB213;Marvelous Interactive
PB058;D3Publisher
PB029;THQ
PB393;Imax
PB031;Acclaim Entertainment
PB057;Activision Value
PB025;Namco Bandai Games
PB002;
PB047;Tecmo Koei
PB013;505 Games
PB002;
PB025;Namco Bandai Games
PB002;
PB002;
PB002;
PB005;Sony Computer Entertainment
PB080;SouthPeak Games
PB007;Ubisoft
PB058;D3Publisher
PB078;Alchemist
PB313;Bigben Interactive
PB053;Unknown
PB047;Tecmo Koei
PB122;Nobilis
PB047;Tecmo Koei
PB204;Ackkstudios
PB001;Nintendo
PB082;Zoo Digital Publishing
PB007;Ubisoft
PB377;Sunrise Interactive
PB025;Namco Bandai Games
PB394;Crimson Cow
PB155;Midas Interactive Entertainment
PB009;Electronic Arts
PB016;Konami Digital Entertainment
PB047;Tecmo Koei
PB007;Ubisoft
PB069;TDK Mediactive
PB395;ESP
PB010;Sega
PB120;Nordic Games
PB132;Funbox Media
PB376;Irem Software Engineering
PB119;Hudson Entertainment
PB002;
PB009;Electronic Arts
PB020;Warner Bros. Interactive Entertainment
PB003;Microsoft Game Studios
PB001;Nintendo
PB343;5pb
PB010;Sega
PB025;Namco Bandai Games
PB021;Eidos Interactive
PB005;Sony Computer Entertainment
PB010;Sega
PB068;Atlus
PB005;Sony Computer Entertainment
PB007;Ubisoft
PB010;Sega
PB077;Focus Home Interactive
PB031;Acclaim Entertainment
PB065;Crave Entertainment
PB018;LucasArts
PB396;10TACLE Studios
PB016;Konami Digital Entertainment
PB010;Sega
PB007;Ubisoft
PB397;Groove Games
PB019;Virgin Interactive
PB318;Telstar
PB350;Benesse
PB001;Nintendo
PB017;Square Enix
PB025;Namco Bandai Games
PB003;Microsoft Game Studios
PB010;Sega
PB025;Namco Bandai Games
PB245;Falcom Corporation
PB059;Oxygen Interactive
PB249;JoWood Productions
PB047;Tecmo Koei
PB122;Nobilis
PB006;Activision
PB033;Disney Interactive Studios
PB148;Ignition Entertainment
PB005;Sony Computer Entertainment
PB016;Konami Digital Entertainment
PB002;
PB237;FuRyu
PB025;Namco Bandai Games
PB002;
PB002;
PB025;Namco Bandai Games
PB002;
PB276;Playlogic Game Factory
PB127;LEGO Media
PB040;JVC
PB002;
PB006;Activision
PB002;
PB386;Tommo
PB065;Crave Entertainment
PB398;Insomniac Games
PB002;
PB047;Tecmo Koei
PB051;Infogrames
PB012;Atari
PB274;UFO Interactive
PB016;Konami Digital Entertainment
PB143;Mattel Interactive
PB038;Midway Games
PB057;Activision Value
PB025;Namco Bandai Games
PB077;Focus Home Interactive
PB003;Microsoft Game Studios
PB002;
PB025;Namco Bandai Games
PB002;
PB002;
PB232;ArtDink
PB089;Taito
PB098;Game Factory
PB006;Activision
PB002;
PB332;Daito
PB006;Activision
PB016;Konami Digital Entertainment
PB113;Interplay
PB343;5pb
PB041;Deep Silver
PB014;Capcom
PB012;Atari
PB178;PQube
PB069;TDK Mediactive
PB078;Alchemist
PB025;Namco Bandai Games
PB025;Namco Bandai Games
PB023;Vivendi Games
PB016;Konami Digital Entertainment
PB031;Acclaim Entertainment
PB001;Nintendo
PB006;Activision
PB017;Square Enix
PB169;Takara
PB012;Atari
PB025;Namco Bandai Games
PB002;
PB016;Konami Digital Entertainment
PB085;Empire Interactive
PB007;Ubisoft
PB189;Takara Tomy
PB010;Sega
PB344;Cave
PB258;Shogakukan
PB013;505 Games
PB078;Alchemist
PB150;Enterbrain
PB002;
PB155;Midas Interactive Entertainment
PB210;Storm City Games
PB007;Ubisoft
PB041;Deep Silver
PB058;D3Publisher
PB223;Little Orbit
PB327;Aksys Games
PB002;
PB025;Namco Bandai Games
PB047;Tecmo Koei
PB002;
PB080;SouthPeak Games
PB224;Conspiracy Entertainment
PB025;Namco Bandai Games
PB002;
PB107;SCi
PB016;Konami Digital Entertainment
PB006;Activision
PB016;Konami Digital Entertainment
PB262;TDK Core
PB193;Starfish
PB012;Atari
PB051;Infogrames
PB016;Konami Digital Entertainment
PB007;Ubisoft
PB007;Ubisoft
PB002;
PB375;Mercury Games
PB031;Acclaim Entertainment
PB224;Conspiracy Entertainment
PB025;Namco Bandai Games
PB025;Namco Bandai Games
PB007;Ubisoft
PB399;Ascaron Entertainment GmbH
PB075;RTL
PB014;Capcom
PB006;Activision
PB050;Mindscape
PB016;Konami Digital Entertainment
PB029;THQ
PB025;Namco Bandai Games
PB025;Namco Bandai Games
PB025;Namco Bandai Games
PB002;
PB126;Nippon Ichi Software
PB016;Konami Digital Entertainment
PB012;Atari
PB021;Eidos Interactive
PB073;Sony Online Entertainment
PB025;Namco Bandai Games
PB025;Namco Bandai Games
PB004;Take-Two Interactive
PB014;Capcom
PB002;
PB007;Ubisoft
PB001;Nintendo
PB038;Midway Games
PB057;Activision Value
PB007;Ubisoft
PB199;Kadokawa Shoten
PB181;Kemco
PB029;THQ
PB015;GT Interactive
PB002;
PB029;THQ
PB007;Ubisoft
PB099;Titus
PB014;Capcom
PB015;GT Interactive
PB031;Acclaim Entertainment
PB002;
PB293;Vatical Entertainment
PB007;Ubisoft
PB002;
PB214;Nihon Falcom Corporation
PB002;
PB025;Namco Bandai Games
PB002;
PB065;Crave Entertainment
PB006;Activision
PB006;Activision
PB082;Zoo Digital Publishing
PB009;Electronic Arts
PB025;Namco Bandai Games
PB038;Midway Games
PB084;City Interactive
PB016;Konami Digital Entertainment
PB053;Unknown
PB274;UFO Interactive
PB053;Unknown
PB067;Rising Star Games
PB065;Crave Entertainment
PB057;Activision Value
PB016;Konami Digital Entertainment
PB010;Sega
PB025;Namco Bandai Games
PB009;Electronic Arts
PB003;Microsoft Game Studios
PB006;Activision
PB021;Eidos Interactive
PB025;Namco Bandai Games
PB120;Nordic Games
PB082;Zoo Digital Publishing
PB009;Electronic Arts
PB095;Sammy Corporation
PB152;System 3 Arcade Software
PB003;Microsoft Game Studios
PB014;Capcom
PB133;Rocket Company
PB066;Hudson Soft
PB216;Arc System Works
PB047;Tecmo Koei
PB013;505 Games
PB004;Take-Two Interactive
PB162;Xplosiv
PB082;Zoo Digital Publishing
PB255;Compile Heart
PB376;Irem Software Engineering
PB002;
PB047;Tecmo Koei
PB149;Destineer
PB002;
PB047;Tecmo Koei
PB029;THQ
PB264;Foreign Media Games
PB002;
PB002;
PB014;Capcom
PB020;Warner Bros. Interactive Entertainment
PB002;
PB400;Asgard
PB007;Ubisoft
PB002;
PB025;Namco Bandai Games
PB401;Ecole
PB007;Ubisoft
PB086;Success
PB016;Konami Digital Entertainment
PB012;Atari
PB012;Atari
PB005;Sony Computer Entertainment
PB083;Psygnosis
PB058;D3Publisher
PB002;
PB014;Capcom
PB168;BAM! Entertainment
PB166;Telltale Games
PB025;Namco Bandai Games
PB402;Yumedia
PB006;Activision
PB206;P2 Games
PB041;Deep Silver
PB025;Namco Bandai Games
PB237;FuRyu
PB047;Tecmo Koei
PB067;Rising Star Games
PB004;Take-Two Interactive
PB021;Eidos Interactive
PB199;Kadokawa Shoten
PB021;Eidos Interactive
PB010;Sega
PB016;Konami Digital Entertainment
PB403;Phenomedia
PB216;Arc System Works
PB025;Namco Bandai Games
PB148;Ignition Entertainment
PB025;Namco Bandai Games
PB002;
PB100;Marvelous Entertainment
PB012;Atari
PB034;Majesco Entertainment
PB080;SouthPeak Games
PB025;Namco Bandai Games
PB002;
PB148;Ignition Entertainment
PB001;Nintendo
PB016;Konami Digital Entertainment
PB007;Ubisoft
PB029;THQ
PB012;Atari
PB033;Disney Interactive Studios
PB002;
PB010;Sega
PB025;Namco Bandai Games
PB002;
PB025;Namco Bandai Games
PB002;
PB025;Namco Bandai Games
PB083;Psygnosis
PB031;Acclaim Entertainment
PB025;Namco Bandai Games
PB016;Konami Digital Entertainment
PB404;HAL Laboratory
PB025;Namco Bandai Games
PB166;Telltale Games
PB006;Activision
PB002;
PB006;Activision
PB082;Zoo Digital Publishing
PB002;
PB002;
PB002;
PB002;
PB009;Electronic Arts
PB347;Paon
PB236;NEC Interchannel
PB002;
PB080;SouthPeak Games
PB002;
PB016;Konami Digital Entertainment
PB016;Konami Digital Entertainment
PB009;Electronic Arts
PB213;Marvelous Interactive
PB007;Ubisoft
PB047;Tecmo Koei
PB405;Grand Prix Games
PB034;Majesco Entertainment
PB016;Konami Digital Entertainment
PB189;Takara Tomy
PB017;Square Enix
PB002;
PB047;Tecmo Koei
PB053;Unknown
PB007;Ubisoft
PB021;Eidos Interactive
PB155;Midas Interactive Entertainment
PB016;Konami Digital Entertainment
PB002;
PB009;Electronic Arts
PB067;Rising Star Games
PB014;Capcom
PB004;Take-Two Interactive
PB007;Ubisoft
PB225;DTP Entertainment
PB006;Activision
PB002;
PB235;SNK
PB149;Destineer
PB148;Ignition Entertainment
PB221;Nippon Columbia
PB009;Electronic Arts
PB005;Sony Computer Entertainment
PB080;SouthPeak Games
PB002;
PB017;Square Enix
PB047;Tecmo Koei
PB091;GSP
PB375;Mercury Games
PB002;
PB041;Deep Silver
PB010;Sega
PB126;Nippon Ichi Software
PB189;Takara Tomy
PB113;Interplay
PB016;Konami Digital Entertainment
PB051;Infogrames
PB016;Konami Digital Entertainment
PB406;DigiCube
PB038;Midway Games
PB009;Electronic Arts
PB012;Atari
PB012;Atari
PB010;Sega
PB357;Evolved Games
PB047;Tecmo Koei
PB025;Namco Bandai Games
PB107;SCi
PB017;Square Enix
PB007;Ubisoft
PB016;Konami Digital Entertainment
PB002;
PB126;Nippon Ichi Software
PB029;THQ
PB014;Capcom
PB025;Namco Bandai Games
PB002;
PB010;Sega
PB025;Namco Bandai Games
PB051;Infogrames
PB081;Ocean
PB009;Electronic Arts
PB005;Sony Computer Entertainment
PB007;Ubisoft
PB006;Activision
PB031;Acclaim Entertainment
PB047;Tecmo Koei
PB009;Electronic Arts
PB014;Capcom
PB009;Electronic Arts
PB047;Tecmo Koei
PB067;Rising Star Games
PB016;Konami Digital Entertainment
PB047;Tecmo Koei
PB012;Atari
PB009;Electronic Arts
PB025;Namco Bandai Games
PB005;Sony Computer Entertainment
PB171;Mastiff
PB002;
PB006;Activision
PB005;Sony Computer Entertainment
PB058;D3Publisher
PB035;Codemasters
PB036;Level 5
PB038;Midway Games
PB053;Unknown
PB249;JoWood Productions
PB327;Aksys Games
PB082;Zoo Digital Publishing
PB183;Avanquest
PB002;
PB326;O-Games
PB025;Namco Bandai Games
PB183;Avanquest
PB020;Warner Bros. Interactive Entertainment
PB002;
PB167;Epoch
PB002;
PB002;
PB199;Kadokawa Shoten
PB050;Mindscape
PB225;DTP Entertainment
PB373;Excalibur Publishing
PB047;Tecmo Koei
PB041;Deep Silver
PB013;505 Games
PB001;Nintendo
PB155;Midas Interactive Entertainment
PB025;Namco Bandai Games
PB029;THQ
PB016;Konami Digital Entertainment
PB016;Konami Digital Entertainment
PB150;Enterbrain
PB007;Ubisoft
PB009;Electronic Arts
PB169;Takara
PB012;Atari
PB023;Vivendi Games
PB120;Nordic Games
PB025;Namco Bandai Games
PB034;Majesco Entertainment
PB002;
PB186;Black Bean Games
PB235;SNK
PB020;Warner Bros. Interactive Entertainment
PB002;
PB012;Atari
PB058;D3Publisher
PB068;Atlus
PB007;Ubisoft
PB058;D3Publisher
PB002;
PB005;Sony Computer Entertainment
PB002;
PB006;Activision
PB031;Acclaim Entertainment
PB313;Bigben Interactive
PB002;
PB126;Nippon Ichi Software
PB014;Capcom
PB012;Atari
PB047;Tecmo Koei
PB021;Eidos Interactive
PB035;Codemasters
PB025;Namco Bandai Games
PB040;JVC
PB012;Atari
PB080;SouthPeak Games
PB010;Sega
PB069;TDK Mediactive
PB016;Konami Digital Entertainment
PB168;BAM! Entertainment
PB068;Atlus
PB006;Activision
PB016;Konami Digital Entertainment
PB385;Gamecock
PB005;Sony Computer Entertainment
PB120;Nordic Games
PB199;Kadokawa Shoten
PB333;Mastertronic
PB010;Sega
PB010;Sega
PB192;Kalypso Media
PB007;Ubisoft
PB076;Natsume
PB009;Electronic Arts
PB009;Electronic Arts
PB002;
PB031;Acclaim Entertainment
PB249;JoWood Productions
PB012;Atari
PB025;Namco Bandai Games
PB007;Ubisoft
PB031;Acclaim Entertainment
PB085;Empire Interactive
PB025;Namco Bandai Games
PB010;Sega
PB002;
PB016;Konami Digital Entertainment
PB019;Virgin Interactive
PB319;U.S. Gold
PB380;Tivola
PB142;Spike
PB013;505 Games
PB050;Mindscape
PB002;
PB047;Tecmo Koei
PB014;Capcom
PB017;Square Enix
PB010;Sega
PB002;
PB183;Avanquest
PB031;Acclaim Entertainment
PB407;Kaga Create
PB002;
PB327;Aksys Games
PB077;Focus Home Interactive
PB002;
PB196;Destination Software, Inc
PB012;Atari
PB308;DreamCatcher Interactive
PB010;Sega
PB267;Idea Factory
PB002;
PB021;Eidos Interactive
PB004;Take-Two Interactive
PB047;Tecmo Koei
PB017;Square Enix
PB096;Global Star
PB082;Zoo Digital Publishing
PB025;Namco Bandai Games
PB142;Spike
PB016;Konami Digital Entertainment
PB016;Konami Digital Entertainment
PB047;Tecmo Koei
PB053;Unknown
PB025;Namco Bandai Games
PB009;Electronic Arts
PB047;Tecmo Koei
PB223;Little Orbit
PB194;Zushi Games
PB005;Sony Computer Entertainment
PB005;Sony Computer Entertainment
PB408;WayForward Technologies
PB038;Midway Games
PB216;Arc System Works
PB002;
PB047;Tecmo Koei
PB010;Sega
PB009;Electronic Arts
PB089;Taito
PB034;Majesco Entertainment
PB025;Namco Bandai Games
PB025;Namco Bandai Games
PB053;Unknown
PB025;Namco Bandai Games
PB007;Ubisoft
PB007;Ubisoft
PB051;Infogrames
PB409;Pack-In-Video
PB178;PQube
PB155;Midas Interactive Entertainment
PB410;LSP Games
PB010;Sega
PB006;Activision
PB007;Ubisoft
PB313;Bigben Interactive
PB038;Midway Games
PB004;Take-Two Interactive
PB002;
PB002;
PB053;Unknown
PB237;FuRyu
PB025;Namco Bandai Games
PB047;Tecmo Koei
PB009;Electronic Arts
PB225;DTP Entertainment
PB316;Graffiti
PB077;Focus Home Interactive
PB006;Activision
PB007;Ubisoft
PB002;
PB243;Nordcurrent
PB167;Epoch
PB025;Namco Bandai Games
PB002;
PB002;
PB189;Takara Tomy
PB335;Aqua Plus
PB343;5pb
PB218;SNK Playmore
PB066;Hudson Soft
PB411;ASCII Media Works
PB281;Gremlin Interactive Ltd
PB009;Electronic Arts
PB025;Namco Bandai Games
PB047;Tecmo Koei
PB002;
PB067;Rising Star Games
PB025;Namco Bandai Games
PB009;Electronic Arts
PB010;Sega
PB008;Bethesda Softworks
PB025;Namco Bandai Games
PB002;
PB068;Atlus
PB007;Ubisoft
PB067;Rising Star Games
PB004;Take-Two Interactive
PB002;
PB001;Nintendo
PB288;Asylum Entertainment
PB412;Coconuts Japan
PB285;Popcorn Arcade
PB007;Ubisoft
PB413;Arika
PB058;D3Publisher
PB316;Graffiti
PB306;Paradox Interactive
PB276;Playlogic Game Factory
PB010;Sega
PB002;
PB098;Game Factory
PB149;Destineer
PB014;Capcom
PB148;Ignition Entertainment
PB220;From Software
PB010;Sega
PB007;Ubisoft
PB249;JoWood Productions
PB025;Namco Bandai Games
PB025;Namco Bandai Games
PB058;D3Publisher
PB280;Blast! Entertainment Ltd
PB357;Evolved Games
PB308;DreamCatcher Interactive
PB016;Konami Digital Entertainment
PB122;Nobilis
PB047;Tecmo Koei
PB002;
PB010;Sega
PB249;JoWood Productions
PB062;Gotham Games
PB047;Tecmo Koei
PB067;Rising Star Games
PB002;
PB098;Game Factory
PB199;Kadokawa Shoten
PB035;Codemasters
PB059;Oxygen Interactive
PB310;Sting
PB013;505 Games
PB006;Activision
PB029;THQ
PB016;Konami Digital Entertainment
PB021;Eidos Interactive
PB126;Nippon Ichi Software
PB065;Crave Entertainment
PB005;Sony Computer Entertainment
PB013;505 Games
PB126;Nippon Ichi Software
PB002;
PB196;Destination Software, Inc
PB021;Eidos Interactive
PB304;Swing! Entertainment
PB066;Hudson Soft
PB074;3DO
PB002;
PB313;Bigben Interactive
PB269;Xseed Games
PB004;Take-Two Interactive
PB010;Sega
PB080;SouthPeak Games
PB002;
PB181;Kemco
PB035;Codemasters
PB017;Square Enix
PB003;Microsoft Game Studios
PB005;Sony Computer Entertainment
PB002;
PB001;Nintendo
PB414;Marvel Entertainment
PB148;Ignition Entertainment
PB002;
PB047;Tecmo Koei
PB013;505 Games
PB007;Ubisoft
PB014;Capcom
PB201;PopCap Games
PB004;Take-Two Interactive
PB010;Sega
PB068;Atlus
PB267;Idea Factory
PB218;SNK Playmore
PB018;LucasArts
PB400;Asgard
PB009;Electronic Arts
PB013;505 Games
PB284;Avalon Interactive
PB201;PopCap Games
PB002;
PB002;
PB025;Namco Bandai Games
PB071;Zoo Games
PB009;Electronic Arts
PB016;Konami Digital Entertainment
PB077;Focus Home Interactive
PB012;Atari
PB025;Namco Bandai Games
PB041;Deep Silver
PB179;Pioneer LDC
PB415;TopWare Interactive
PB416;Phantagram
PB417;1C Company
PB012;Atari
PB002;
PB051;Infogrames
PB007;Ubisoft
PB149;Destineer
PB006;Activision
PB025;Namco Bandai Games
PB002;
PB418;TechnoSoft
PB010;Sega
PB025;Namco Bandai Games
PB002;
PB007;Ubisoft
PB006;Activision
PB120;Nordic Games
PB025;Namco Bandai Games
PB012;Atari
PB335;Aqua Plus
PB001;Nintendo
PB069;TDK Mediactive
PB007;Ubisoft
PB002;
PB237;FuRyu
PB178;PQube
PB025;Namco Bandai Games
PB002;
PB003;Microsoft Game Studios
PB075;RTL
PB077;Focus Home Interactive
PB035;Codemasters
PB005;Sony Computer Entertainment
PB010;Sega
PB010;Sega
PB002;
PB025;Namco Bandai Games
PB301;Acquire
PB016;Konami Digital Entertainment
PB002;
PB058;D3Publisher
PB016;Konami Digital Entertainment
PB013;505 Games
PB338;Valcon Games
PB009;Electronic Arts
PB069;TDK Mediactive
PB009;Electronic Arts
PB020;Warner Bros. Interactive Entertainment
PB031;Acclaim Entertainment
PB025;Namco Bandai Games
PB025;Namco Bandai Games
PB016;Konami Digital Entertainment
PB225;DTP Entertainment
PB010;Sega
PB019;Virgin Interactive
PB053;Unknown
PB007;Ubisoft
PB099;Titus
PB066;Hudson Soft
PB151;Imagineer
PB051;Infogrames
PB142;Spike
PB376;Irem Software Engineering
PB047;Tecmo Koei
PB050;Mindscape
PB025;Namco Bandai Games
PB123;Big Ben Interactive
PB178;PQube
PB223;Little Orbit
PB070;ASC Games
PB047;Tecmo Koei
PB035;Codemasters
PB025;Namco Bandai Games
PB209;NewKidCo
PB194;Zushi Games
PB126;Nippon Ichi Software
PB034;Majesco Entertainment
PB029;THQ
PB002;
PB025;Namco Bandai Games
PB148;Ignition Entertainment
PB002;
PB014;Capcom
PB029;THQ
PB025;Namco Bandai Games
PB419;Vap
PB343;5pb
PB053;Unknown
PB083;Psygnosis
PB385;Gamecock
PB006;Activision
PB420;Misawa
PB047;Tecmo Koei
PB047;Tecmo Koei
PB002;
PB009;Electronic Arts
PB076;Natsume
PB007;Ubisoft
PB080;SouthPeak Games
PB036;Level 5
PB315;Slitherine Software
PB003;Microsoft Game Studios
PB411;ASCII Media Works
PB082;Zoo Digital Publishing
PB098;Game Factory
PB016;Konami Digital Entertainment
PB142;Spike
PB025;Namco Bandai Games
PB010;Sega
PB016;Konami Digital Entertainment
PB155;Midas Interactive Entertainment
PB023;Vivendi Games
PB017;Square Enix
PB010;Sega
PB077;Focus Home Interactive
PB025;Namco Bandai Games
PB002;
PB274;UFO Interactive
PB272;Milestone S.r.l.
PB010;Sega
PB016;Konami Digital Entertainment
PB016;Konami Digital Entertainment
PB096;Global Star
PB003;Microsoft Game Studios
PB308;DreamCatcher Interactive
PB035;Codemasters
PB002;
PB089;Taito
PB380;Tivola
PB029;THQ
PB016;Konami Digital Entertainment
PB350;Benesse
PB101;Genki
PB006;Activision
PB001;Nintendo
PB002;
PB002;
PB016;Konami Digital Entertainment
PB038;Midway Games
PB002;
PB023;Vivendi Games
PB020;Warner Bros. Interactive Entertainment
PB148;Ignition Entertainment
PB004;Take-Two Interactive
PB034;Majesco Entertainment
PB051;Infogrames
PB335;Aqua Plus
PB047;Tecmo Koei
PB002;
PB025;Namco Bandai Games
PB149;Destineer
PB007;Ubisoft
PB080;SouthPeak Games
PB058;D3Publisher
PB031;Acclaim Entertainment
PB099;Titus
PB178;PQube
PB010;Sega
PB002;
PB047;Tecmo Koei
PB068;Atlus
PB057;Activision Value
